user_id,chat_id,status,last_message,lang,username,location,birthdays,all_tasks,current_tasks,done_tasks,deleted_tasks,all_tasks_time,current_tasks_time
366321052,366321052,menu,926,eng,Bruh,"[38.83998, 65.7927948]",,"{1: 'finish todo', 2: 'finsihe this', 3: 'bro', 4: 'bruh', 5: 'asd', 6: 'get some bitches', 7: 'bruh', 8: 'sad', 9: 'sad', 10: 'sd', 11: 'sad', 12: 'asd', 13: 'asd', 14: 'asdfasdf', 15: 'asdfasdfasdf', 16: 'ASDasdaSDAsd', 17: 'asdfasdfsadf', 18: 'asdfasdfsadf', 19: 'asd', 20: 'qwer', 21: 'ert', 22: 'ad', 23: 'sad', 24: 'asd', 25: 'qwe', 26: 'qwe'}",{22: 'ad'},"{1: 'finish todo', 4: 'bruh', 7: 'bruh'}","{2: 'finsihe this', 3: 'bro', 5: 'asd', 6: 'get some bitches', 8: 'sad', 21: 'ert', 20: 'qwer', 19: 'asd', 18: 'asdfasdfsadf', 17: 'asdfasdfsadf', 16: 'ASDasdaSDAsd', 15: 'asdfasdfasdf', 14: 'asdfasdf', 13: 'asd', 12: 'asd', 11: 'sad', 10: 'sd', 9: 'sad', 26: 'qwe', 25: 'qwe', 24: 'asd', 23: 'sad'}","{1: '1651566161.146858-1651566177.6357188', 2: '1651566204.3971388-1651566633.941206', 3: '1651566674.648832-1651566681.5469', 4: '1651566714.115703-1651572449.107767', 5: '1651572453.1877382-1651573938.9815521', 6: '1651573952.147826-1651578696.05082', 7: '1651745210.8187351-1651745247.746371', 8: '1651745217.309773-1651745252.387865', 9: '1651745267.048693-1651745441.0662332', 10: '1651745343.979487-1651745438.386662', 11: '1651745347.98659-1651745437.210089', 12: '1651745351.706295-1651745434.741608', 13: '1651745355.651294-1651745433.9970748', 14: '1651745364.544684-1651745433.213965', 15: '1651745369.0277178-1651745432.300451', 16: '1651745376.661681-1651745431.3409019', 17: '1651745385.301232-1651745429.9590578', 18: '1651745402.5721102-1651745429.20946', 19: '1651745406.696374-1651745428.443197', 20: '1651745415.438454-1651745427.425375', 21: '1651745421.875474-1651745425.5958169', 22: '1651745957.245117-', 23: '1651745965.8466098-1651746044.3850172', 24: '1651745969.777191-1651746013.960484', 25: '1651745973.243246-1651746012.851391', 26: '1651745976.8237162-1651745992.996597'}",{22: 1651745957.245117}
